subject,window,window_index,window_sec,noise,alpha,status,status_name,phase,t_start_sec,t_end_sec,major_ratio,subject_total_duration_sec,task4_duration_sec,n_peaks,n_ibi,ibi_pass_ratio,valid_ibi_count,ibi_mean_sec,ibi_std_sec,RMSSD,SDNN,LF,HF,LF_HF
subject_04,window2,2,60,alpha_0.05,0.05,0,normal,Rest1,60.0,120.0,1.0,2108.734375,188.734375,60,59,1.0,57,1.0142543859649122,0.09543805101551742,0.1283385089498249,0.09543805101551742,0.002954191286242462,0.0009023225254344117,3.2739859672905807
subject_04,window3,3,60,alpha_0.05,0.05,0,normal,Rest1,120.0,180.0,1.0,2108.734375,188.734375,61,60,1.0,59,1.0005296610169492,0.11078338474846201,0.14831693152409856,0.11078338474846201,0.003776618361402427,0.002226933989052811,1.6958824913390218
subject_04,window4,4,60,alpha_0.05,0.05,1,stress,Task1,180.0,240.0,1.0,2108.734375,188.734375,75,74,0.9864864864864865,42,0.7901785714285714,0.13783369179699048,0.13713053188254704,0.13783369179699048,0.001799012450551447,0.0025912775818391137,0.6942569422742544
subject_04,window5,5,60,alpha_0.05,0.05,1,stress,Task1,240.0,300.0,1.0,2108.734375,188.734375,80,79,1.0,39,0.6358173076923077,0.1033514078207003,0.15334470006972423,0.1033514078207003,0.004364577738366603,0.0019175086966348254,2.2761710265128476
subject_04,window6,6,60,alpha_0.05,0.05,1,stress,Task1,300.0,360.0,1.0,2108.734375,188.734375,75,74,0.972972972972973,42,0.7254464285714286,0.110176846961113,0.1432886286401017,0.110176846961113,0.003286246174357548,0.004076210751119771,0.8062012430183565
subject_04,window7,7,60,alpha_0.05,0.05,1,stress,Task1,360.0,420.0,1.0,2108.734375,188.734375,82,81,1.0,48,0.7262369791666666,0.13281210107681102,0.1823312393723682,0.13281210107681102,0.0036824252610149696,0.00506167264864747,0.7275115394905972
subject_04,window8,8,60,alpha_0.05,0.05,1,stress,Task1,420.0,480.0,1.0,2108.734375,188.734375,80,79,1.0,59,0.7648305084745762,0.1170832420693511,0.16528307255516478,0.1170832420693511,0.005543096125963969,0.0018397368003011695,3.0129832294796466
subject_04,window9,9,60,alpha_0.05,0.05,1,stress,Task1,480.0,540.0,1.0,2108.734375,188.734375,85,84,1.0,48,0.6888020833333334,0.12085550039127879,0.16115956972793646,0.12085550039127879,0.003742151204554285,0.0034991180852780215,1.0694555351815036
subject_04,window10,10,60,alpha_0.05,0.05,1,stress,Task1,540.0,600.0,1.0,2108.734375,188.734375,93,92,1.0,44,0.609375,0.10256822840077101,0.14711679132817462,0.10256822840077101,0.001279976586527393,0.002840714660213295,0.45058259615250695
subject_04,window11,11,60,alpha_0.05,0.05,1,stress,Task1,600.0,660.0,1.0,2108.734375,188.734375,87,86,1.0,38,0.5699013157894737,0.09248994503446968,0.14329761366150198,0.09248994503446968,0.0005277952990597458,0.0017904684681744351,0.2947805607534026
subject_04,window12,12,60,alpha_0.05,0.05,1,stress,Task1,660.0,720.0,1.0,2108.734375,188.734375,81,80,0.975,54,0.6996527777777778,0.12209688175359196,0.16209583264928235,0.12209688175359196,0.003941786123603361,0.0022314319027578865,1.766482821515459
subject_04,window13,13,60,alpha_0.05,0.05,1,stress,Task1,720.0,780.0,1.0,2108.734375,188.734375,81,80,0.975,40,0.693359375,0.11123899941223121,0.1458261788538072,0.11123899941223121,0.0035712458913928977,0.001574150314429304,2.2686816237670575
subject_04,window14,14,60,alpha_0.05,0.05,0,normal,Rest2,780.0,840.0,1.0,2108.734375,188.734375,75,74,0.9864864864864865,51,0.8376225490196079,0.14091671918705628,0.17351490389877175,0.14091671918705628,0.002203013951846675,0.005021237509570807,0.4387392445881292
subject_04,window15,15,60,alpha_0.05,0.05,0,normal,Rest2,840.0,900.0,1.0,2108.734375,188.734375,66,65,1.0,59,0.9208156779661016,0.11553350446786036,0.15406609555502132,0.11553350446786036,0.003377878344402252,0.003693244833282294,0.9146099153681705
subject_04,window16,16,60,alpha_0.05,0.05,1,stress,Task2,900.0,960.0,1.0,2108.734375,188.734375,81,80,1.0,43,0.668968023255814,0.13026065966798644,0.17852724527799005,0.13026065966798644,0.0028554375645227456,0.0012794077385891575,2.2318432806038246
subject_04,window17,17,60,alpha_0.05,0.05,1,stress,Task2,960.0,1020.0,1.0,2108.734375,188.734375,85,84,0.9880952380952381,40,0.67734375,0.0943049978378002,0.14614778369680184,0.0943049978378002,0.0004954323174296103,0.0024843936791199947,0.1994177982311962
subject_04,window18,18,60,alpha_0.05,0.05,1,stress,Task2,1020.0,1080.0,1.0,2108.734375,188.734375,82,81,1.0,42,0.7101934523809523,0.11039081751240569,0.15305420837474384,0.11039081751240569,0.0032836102530605887,0.002436356863923781,1.34775422339907
subject_04,window19,19,60,alpha_0.05,0.05,1,stress,Task2,1080.0,1140.0,1.0,2108.734375,188.734375,95,94,1.0,68,0.5438878676470589,0.08912686951391333,0.11793526972517278,0.08912686951391333,0.0028389927435880325,0.0012932495683132695,2.1952396607337055
subject_04,window20,20,60,alpha_0.05,0.05,1,stress,Task2,1140.0,1200.0,1.0,2108.734375,188.734375,87,86,1.0,64,0.728759765625,0.10663301210163269,0.1519752551391284,0.10663301210163269,0.0017828137723044548,0.0020487367482333704,0.8702014906706674
subject_04,window21,21,60,alpha_0.05,0.05,0,normal,Rest3,1200.0,1260.0,1.0,2108.734375,188.734375,75,74,1.0,61,0.8214651639344263,0.11071916347881487,0.144759813642576,0.11071916347881487,0.004019160711276214,0.00252430747770628,1.5921834985523386
subject_04,window22,22,60,alpha_0.05,0.05,0,normal,Rest3,1260.0,1320.0,1.0,2108.734375,188.734375,66,65,1.0,55,0.9769886363636363,0.14819745978516924,0.1664630918176759,0.14819745978516924,0.006149433721250525,0.0030069181504333077,2.0450951484543634
subject_04,window23,23,60,alpha_0.05,0.05,1,stress,Task3,1320.0,1380.0,1.0,2108.734375,188.734375,80,79,0.9873417721518988,48,0.7548828125,0.12742425600996857,0.15349973144338558,0.12742425600996857,0.0025029185760090775,0.004257382511140361,0.5879007980747915
subject_04,window24,24,60,alpha_0.05,0.05,1,stress,Task3,1380.0,1440.0,1.0,2108.734375,188.734375,87,86,1.0,52,0.6721754807692307,0.09575629579753499,0.13178578782459444,0.09575629579753499,0.002942668338848031,0.0024253325700153787,1.2133050845185211
subject_04,window25,25,60,alpha_0.05,0.05,1,stress,Task3,1440.0,1500.0,1.0,2108.734375,188.734375,85,84,1.0,55,0.6889204545454546,0.11113729317328319,0.14890126140549698,0.11113729317328319,0.0015497894267433425,0.00303472490912227,0.5106853086039967
subject_04,window26,26,60,alpha_0.05,0.05,0,normal,Rest4,1500.0,1560.0,1.0,2108.734375,188.734375,79,78,0.9871794871794872,49,0.7142857142857143,0.12888571458260759,0.17927659085515274,0.12888571458260759,0.008936172331654125,0.003713173502159707,2.4066131912383155
subject_04,window27,27,60,alpha_0.05,0.05,0,normal,Rest4,1560.0,1620.0,1.0,2108.734375,188.734375,72,71,1.0,44,0.8501420454545454,0.1412674003534938,0.19515618744994995,0.1412674003534938,0.0061664649563693864,0.0027583819825051405,2.235536990699545
subject_04,window28,28,60,alpha_0.05,0.05,1,stress,Task4,1620.0,1680.0,1.0,2108.734375,188.734375,76,75,1.0,50,0.825,0.13506364240608945,0.1670233613975932,0.13506364240608945,0.00512870810372921,0.0027007410004649575,1.8990003494767753
subject_04,window29,29,60,alpha_0.05,0.05,1,stress,Task4,1680.0,1740.0,1.0,2108.734375,188.734375,86,85,1.0,81,0.6911651234567902,0.08866996440531077,0.11515158572643497,0.08866996440531077,0.00215431936330978,0.0005899052240647826,3.651975394395211
subject_04,window30,30,60,alpha_0.05,0.05,1,stress,Task4,1740.0,1800.0,1.0,2108.734375,188.734375,73,72,1.0,71,0.8122799295774648,0.09373140065451392,0.10203359150124462,0.09373140065451392,0.005464331114883758,0.0007757636908559131,7.043808803238612
subject_04,window31,31,60,alpha_0.05,0.05,0,normal,Rest5,1808.734375,1868.734375,1.0,2108.734375,188.734375,82,81,0.9876543209876543,43,0.6191860465116279,0.10640289400111161,0.14157253525347083,0.10640289400111161,0.003958685882664315,0.0017847677877897916,2.2180397414986097
subject_04,window32,32,60,alpha_0.05,0.05,0,normal,Rest5,1868.734375,1928.734375,1.0,2108.734375,188.734375,77,76,1.0,45,0.8361111111111111,0.12266137959117317,0.1717619721330153,0.12266137959117317,0.0030232015064055274,0.001023633934532206,2.9534010200503076
subject_04,window33,33,60,alpha_0.05,0.05,1,stress,Task5,1928.734375,1988.734375,1.0,2108.734375,188.734375,89,88,1.0,53,0.660377358490566,0.10194846578561785,0.14274576057964572,0.10194846578561785,0.0022856964497681665,0.003076129756385159,0.7430429243186896
subject_04,window34,34,60,alpha_0.05,0.05,0,normal,Rest6,1988.734375,2048.734375,1.0,2108.734375,188.734375,77,76,1.0,31,0.6819556451612904,0.09660866640098761,0.1424933752115047,0.09660866640098761,0.0018206361905077047,0.000868204740910756,2.097012495690634
subject_04,window35,35,60,alpha_0.05,0.05,0,normal,Rest6,2048.734375,2108.734375,1.0,2108.734375,188.734375,80,79,1.0,41,0.7313262195121951,0.12945654722903746,0.19048727094119702,0.12945654722903746,0.0029574106334422368,0.002544539828139314,1.1622575527162542
subject_05,window1,1,60,alpha_0.05,0.05,0,normal,Rest1,0.0,60.0,1.0,2083.8125,163.8125,67,66,0.9848484848484849,64,0.879638671875,0.05570206265285837,0.055540052400361674,0.05570206265285837,0.0002327404468843062,0.00020567444898806768,1.1315963068305521
subject_05,window2,2,60,alpha_0.05,0.05,0,normal,Rest1,60.0,120.0,1.0,2083.8125,163.8125,72,71,1.0,71,0.836487676056338,0.04623469557846238,0.03045873232752801,0.04623469557846238,0.0001792219802188158,0.00011557853756011122,1.550651046485203
subject_05,window3,3,60,alpha_0.05,0.05,0,normal,Rest1,120.0,180.0,1.0,2083.8125,163.8125,73,72,1.0,72,0.8181423611111112,0.059000644805635036,0.05584631160037516,0.059000644805635036,0.0004476942340755414,0.00020420566047082167,2.1923693645089286
subject_05,window4,4,60,alpha_0.05,0.05,1,stress,Task1,180.0,240.0,1.0,2083.8125,163.8125,93,92,1.0,58,0.6923491379310345,0.10895883327383223,0.1397848930954962,0.10895883327383223,0.002735981706073788,0.0010416007407100588,2.6267086793819585
subject_05,window5,5,60,alpha_0.05,0.05,1,stress,Task1,240.0,300.0,1.0,2083.8125,163.8125,87,86,1.0,46,0.6905570652173914,0.1259988777407582,0.18414239093399676,0.1259988777407582,0.0016028381021156583,0.003951119887726725,0.4056667850283456
subject_05,window6,6,60,alpha_0.05,0.05,1,stress,Task1,300.0,360.0,1.0,2083.8125,163.8125,90,89,1.0,43,0.5962936046511628,0.10456785686218627,0.14124367874603905,0.10456785686218627,0.0014783469844538983,0.0023157211124321298,0.6383959521365837
subject_05,window7,7,60,alpha_0.05,0.05,1,stress,Task1,360.0,420.0,1.0,2083.8125,163.8125,89,88,1.0,49,0.6473214285714286,0.11142842834239897,0.13206360550294505,0.11142842834239897,0.0036729701760680068,0.002117554639814789,1.7345338377616841
subject_05,window8,8,60,alpha_0.05,0.05,1,stress,Task1,420.0,480.0,1.0,2083.8125,163.8125,96,95,1.0,55,0.6278409090909091,0.11681630260250069,0.15797657175107396,0.11681630260250069,0.0009259917251845471,0.004409991502313935,0.20997585249283965
subject_05,window9,9,60,alpha_0.05,0.05,1,stress,Task1,480.0,540.0,1.0,2083.8125,163.8125,96,95,1.0,55,0.5982954545454545,0.11059276331442605,0.17486095253059616,0.11059276331442605,0.0008483906663500691,0.0030067337220746914,0.28216355180420394
subject_05,window10,10,60,alpha_0.05,0.05,1,stress,Task1,540.0,600.0,1.0,2083.8125,163.8125,91,90,1.0,58,0.6627155172413793,0.09464526212566537,0.13720250412495355,0.09464526212566537,0.0021549754108873393,0.0021016559346362,1.025370221344232
subject_05,window11,11,60,alpha_0.05,0.05,1,stress,Task1,600.0,660.0,1.0,2083.8125,163.8125,92,91,1.0,64,0.66064453125,0.10303428590355385,0.15188598170500153,0.10303428590355385,0.0018070249969801954,0.003026722396989761,0.597023697573778
subject_05,window12,12,60,alpha_0.05,0.05,1,stress,Task1,660.0,720.0,1.0,2083.8125,163.8125,90,89,1.0,54,0.7019675925925926,0.10341971128001386,0.13518023324401265,0.10341971128001386,0.001049188084797847,0.003672706638252163,0.28567162807676755
subject_05,window13,13,60,alpha_0.05,0.05,1,stress,Task1,720.0,780.0,1.0,2083.8125,163.8125,85,84,1.0,54,0.6588541666666666,0.104155815407023,0.13516319407671182,0.104155815407023,0.0018238649516593398,0.003263874105813015,0.5588037076586396
subject_05,window14,14,60,alpha_0.05,0.05,0,normal,Rest2,780.0,840.0,1.0,2083.8125,163.8125,87,86,1.0,52,0.7205528846153846,0.09975056434844286,0.10375992894847297,0.09975056434844286,0.0016188072624601852,0.0007274565362610467,2.225297570052046
subject_05,window15,15,60,alpha_0.05,0.05,0,normal,Rest2,840.0,900.0,1.0,2083.8125,163.8125,86,85,0.9882352941176471,60,0.7291666666666666,0.0907356843238768,0.12291359938239378,0.0907356843238768,0.001950223499031965,0.0014508824693219037,1.3441636660917389
subject_05,window16,16,60,alpha_0.05,0.05,1,stress,Task2,900.0,960.0,1.0,2083.8125,163.8125,85,84,1.0,64,0.74169921875,0.08699494787871821,0.11629538071392528,0.08699494787871821,0.0006940362363870064,0.0008353726469672168,0.8308103442298166
subject_05,window17,17,60,alpha_0.05,0.05,1,stress,Task2,960.0,1020.0,1.0,2083.8125,163.8125,95,94,1.0,56,0.5733816964285714,0.10385125604198117,0.14032480584830195,0.10385125604198117,0.002315641051238252,0.0016013156058065467,1.446086607063269
subject_05,window18,18,60,alpha_0.05,0.05,1,stress,Task2,1020.0,1080.0,1.0,2083.8125,163.8125,88,87,1.0,58,0.7219827586206896,0.10951955582409588,0.16060274864648805,0.10951955582409588,0.0021871241941463487,0.003966644699414282,0.5513789007796189
subject_05,window19,19,60,alpha_0.05,0.05,1,stress,Task2,1080.0,1140.0,1.0,2083.8125,163.8125,87,86,1.0,55,0.6602272727272728,0.10677586202294881,0.14905300022139775,0.10677586202294881,0.0016403760134153637,0.0031848391184260026,0.5150577320923084
subject_05,window20,20,60,alpha_0.05,0.05,1,stress,Task2,1140.0,1200.0,1.0,2083.8125,163.8125,89,88,1.0,50,0.6459375,0.1100696689885547,0.18032067346982775,0.1100696689885547,0.003843495966603067,0.0008592156026561307,4.473261373189104
subject_05,window21,21,60,alpha_0.05,0.05,0,normal,Rest3,1200.0,1260.0,1.0,2083.8125,163.8125,84,83,1.0,59,0.7280190677966102,0.12460606105682459,0.18094225508908673,0.12460606105682459,0.0011366601518423124,0.002609187323210926,0.4356376185530107
subject_05,window22,22,60,alpha_0.05,0.05,0,normal,Rest3,1260.0,1320.0,1.0,2083.8125,163.8125,80,79,1.0,66,0.7774621212121212,0.07707920331799507,0.11260678692484952,0.07707920331799507,0.0012193928812397176,0.00026183199056025775,4.657157739321726
subject_05,window23,23,60,alpha_0.05,0.05,1,stress,Task3,1320.0,1380.0,1.0,2083.8125,163.8125,84,83,1.0,65,0.7379807692307693,0.11037554824057856,0.16336346614317565,0.11037554824057856,0.0038988809065627766,0.0025796142106037268,1.51142015365557
subject_05,window24,24,60,alpha_0.05,0.05,1,stress,Task3,1380.0,1440.0,1.0,2083.8125,163.8125,88,87,1.0,49,0.6367984693877551,0.11475605175097979,0.15921662882950804,0.11475605175097979,0.002456931689766393,0.003208663735788442,0.765718034695421
subject_05,window25,25,60,alpha_0.05,0.05,1,stress,Task3,1440.0,1500.0,1.0,2083.8125,163.8125,79,78,1.0,60,0.7950520833333333,0.10685686320686062,0.1286542139988466,0.10685686320686062,0.0017447197744823164,0.00284256439831957,0.6137837283523768
subject_05,window26,26,60,alpha_0.05,0.05,0,normal,Rest4,1500.0,1560.0,1.0,2083.8125,163.8125,78,77,1.0,63,0.8100198412698413,0.10491569793784117,0.10155280660937901,0.10491569793784117,0.000776143954466373,0.0007910928791067299,0.9811034519015812
subject_05,window27,27,60,alpha_0.05,0.05,0,normal,Rest4,1560.0,1620.0,1.0,2083.8125,163.8125,76,75,1.0,63,0.8179563492063492,0.06757419921955249,0.10010783626194499,0.06757419921955249,0.00030158741953400554,0.0007018481516918708,0.42970465734931523
subject_05,window28,28,60,alpha_0.05,0.05,1,stress,Task4,1620.0,1680.0,1.0,2083.8125,163.8125,81,80,1.0,52,0.7082331730769231,0.10235550036434499,0.16606720471797898,0.10235550036434499,0.0014914748221002304,0.0022092880785663555,0.6750929571249367
subject_05,window29,29,60,alpha_0.05,0.05,1,stress,Task4,1680.0,1740.0,1.0,2083.8125,163.8125,82,81,1.0,49,0.7040816326530612,0.09183894909461798,0.13113601821558218,0.09183894909461798,0.0013304101171349174,0.0024898086869115563,0.5343423067517704
subject_05,window30,30,60,alpha_0.05,0.05,0,normal,Rest5,1783.8125,1843.8125,1.0,2083.8125,163.8125,78,77,1.0,54,0.7798032407407407,0.10636859014137712,0.14105019576043346,0.10636859014137712,0.0033386583431772197,0.002941261387456774,1.1351110640540738
subject_05,window31,31,60,alpha_0.05,0.05,0,normal,Rest5,1843.8125,1903.8125,1.0,2083.8125,163.8125,87,86,0.9883720930232558,58,0.7238685344827587,0.11182553188356369,0.18355218944485516,0.11182553188356369,0.002165615537035018,0.0013893718737670992,1.5587011497240377
subject_05,window32,32,60,alpha_0.05,0.05,1,stress,Task5,1903.8125,1963.8125,1.0,2083.8125,163.8125,78,77,1.0,54,0.7971643518518519,0.12145920960250436,0.16225205594388895,0.12145920960250436,0.003865044630134729,0.0034190304611975255,1.130450481210684
subject_05,window33,33,60,alpha_0.05,0.05,0,normal,Rest6,1963.8125,2023.8125,1.0,2083.8125,163.8125,77,76,1.0,48,0.7571614583333334,0.12503898860271515,0.1668760458967941,0.12503898860271515,0.004388848271782288,0.004543481526942915,0.9659659108893369
subject_05,window34,34,60,alpha_0.05,0.05,0,normal,Rest6,2023.8125,2083.8125,1.0,2083.8125,163.8125,72,71,1.0,56,0.8911830357142857,0.1368530681309552,0.1878665923843058,0.1368530681309552,0.0027355034461784733,0.004188691983104511,0.6530686565668681
subject_06,window1,1,60,alpha_0.05,0.05,0,normal,Rest1,0.0,60.0,1.0,2163.734375,243.734375,77,76,0.9736842105263158,47,0.7227393617021277,0.10496267646481013,0.16027426391630392,0.10496267646481013,0.0007775022283367175,0.0038603127960744714,0.20140912651621257
subject_06,window2,2,60,alpha_0.05,0.05,0,normal,Rest1,60.0,120.0,1.0,2163.734375,243.734375,88,87,1.0,67,0.7038246268656716,0.10711731838152423,0.15753496259969682,0.10711731838152423,0.0007805266396080868,0.0018985047300331234,0.4111270450163529
subject_06,window3,3,60,alpha_0.05,0.05,0,normal,Rest1,120.0,180.0,1.0,2163.734375,243.734375,82,81,1.0,57,0.7108004385964912,0.10315252519330297,0.15890599759426505,0.10315252519330297,0.0013286623121293042,0.0013736190962475461,0.967271287767435
subject_06,window4,4,60,alpha_0.05,0.05,1,stress,Task1,180.0,240.0,1.0,2163.734375,243.734375,85,84,1.0,45,0.6222222222222222,0.10084758469842585,0.1374725566621472,0.10084758469842585,0.0021427096443276204,0.0014074567121269107,1.522398256277179
subject_06,window5,5,60,alpha_0.05,0.05,1,stress,Task1,240.0,300.0,1.0,2163.734375,243.734375,85,84,1.0,60,0.6979166666666666,0.11551468085509978,0.18738962146568003,0.11551468085509978,0.0007096545913085289,0.0019125311540731432,0.37105517983179936
subject_06,window6,6,60,alpha_0.05,0.05,1,stress,Task1,300.0,360.0,1.0,2163.734375,243.734375,79,78,1.0,48,0.6923828125,0.11792977807217456,0.17037242138352413,0.11792977807217456,0.0011981543175964649,0.00302289560257007,0.3963598069935966
subject_06,window7,7,60,alpha_0.05,0.05,1,stress,Task1,360.0,420.0,1.0,2163.734375,243.734375,85,84,1.0,42,0.6685267857142857,0.09973083393756743,0.15101757237035082,0.09973083393756743,0.0030073340837688386,0.0014934472341867405,2.013686198566291
subject_06,window8,8,60,alpha_0.05,0.05,1,stress,Task1,420.0,480.0,1.0,2163.734375,243.734375,90,89,1.0,54,0.6125578703703703,0.10628827391511053,0.15223315561155798,0.10628827391511053,0.0037229253069331813,0.003707750706434671,1.0040926701118755
subject_06,window9,9,60,alpha_0.05,0.05,1,stress,Task1,480.0,540.0,1.0,2163.734375,243.734375,79,78,0.9871794871794872,37,0.6934121621621622,0.11666416655291897,0.17219036723767228,0.11666416655291897,0.0010268075721445603,0.0012443546243161188,0.8251727860206092
subject_06,window10,10,60,alpha_0.05,0.05,1,stress,Task1,540.0,600.0,1.0,2163.734375,243.734375,81,80,1.0,56,0.7193080357142857,0.10985085760962521,0.1554953366371773,0.10985085760962521,0.0033322982397291905,0.003112067706195475,1.0707666266692344
subject_06,window11,11,60,alpha_0.05,0.05,1,stress,Task1,600.0,660.0,1.0,2163.734375,243.734375,85,84,1.0,56,0.6724330357142857,0.11185658508729641,0.16353744445427892,0.11185658508729641,0.0015521875349462251,0.002601797437755532,0.5965827748240218
subject_06,window12,12,60,alpha_0.05,0.05,1,stress,Task1,660.0,720.0,1.0,2163.734375,243.734375,88,87,1.0,52,0.6769831730769231,0.11847137867608509,0.18333037402914626,0.11847137867608509,0.0016853219671277416,0.0053500945320906716,0.31500788575209787
subject_06,window13,13,60,alpha_0.05,0.05,1,stress,Task1,720.0,780.0,1.0,2163.734375,243.734375,85,84,1.0,53,0.6482900943396226,0.10010049129283319,0.14035765184945317,0.10010049129283319,0.0010607453753966078,0.0016618442606107068,0.6382940932183364
subject_06,window14,14,60,alpha_0.05,0.05,0,normal,Rest2,780.0,840.0,1.0,2163.734375,243.734375,81,80,1.0,56,0.7154017857142857,0.11086808873381825,0.1539172455117005,0.11086808873381825,0.004494659934970803,0.0023696527375379707,1.8967589063875574
subject_06,window15,15,60,alpha_0.05,0.05,0,normal,Rest2,840.0,900.0,1.0,2163.734375,243.734375,89,88,1.0,52,0.6042668269230769,0.09861767859647937,0.13200355573048098,0.09861767859647937,0.002765694407788929,0.0008031667303875214,3.443487265034626
subject_06,window16,16,60,alpha_0.05,0.05,1,stress,Task2,900.0,960.0,1.0,2163.734375,243.734375,82,81,0.9876543209876543,49,0.6731505102040817,0.0865563141700181,0.11772878463558024,0.0865563141700181,0.0010731946799730778,0.0008478637308080163,1.2657631656803157
subject_06,window17,17,60,alpha_0.05,0.05,1,stress,Task2,960.0,1020.0,1.0,2163.734375,243.734375,83,82,1.0,49,0.7079081632653061,0.11565016625050421,0.16002916705993264,0.11565016625050421,0.0016422035218153228,0.002633690378984321,0.6235370470725705
subject_06,window18,18,60,alpha_0.05,0.05,1,stress,Task2,1020.0,1080.0,1.0,2163.734375,243.734375,84,83,1.0,47,0.6456117021276596,0.09792914704919886,0.1318599955403952,0.09792914704919886,0.0012124824099541357,0.003112044374782087,0.38960961475333616
subject_06,window19,19,60,alpha_0.05,0.05,1,stress,Task2,1080.0,1140.0,1.0,2163.734375,243.734375,92,91,1.0,63,0.6086309523809523,0.09302083214304759,0.12959364316505007,0.09302083214304759,0.0013645480008190043,0.0017569435827914889,0.7766601125865216
subject_06,window20,20,60,alpha_0.05,0.05,1,stress,Task2,1140.0,1200.0,1.0,2163.734375,243.734375,87,86,1.0,50,0.64,0.11443475215160821,0.16582583126212727,0.11443475215160821,0.0037435352408819816,0.0023576663759610466,1.5878138141389995
subject_06,window21,21,60,alpha_0.05,0.05,0,normal,Rest3,1200.0,1260.0,1.0,2163.734375,243.734375,91,90,0.9888888888888889,58,0.6629849137931034,0.09526930148129538,0.12907953696862678,0.09526930148129538,0.0011441655680122036,0.0023189486266556804,0.49339841118528166
subject_06,window22,22,60,alpha_0.05,0.05,0,normal,Rest3,1260.0,1320.0,1.0,2163.734375,243.734375,94,93,1.0,77,0.6402191558441559,0.07895155395361132,0.10735924460108588,0.07895155395361132,0.0013816561993274144,0.0007332273369025509,1.88434900035791
subject_06,window23,23,60,alpha_0.05,0.05,1,stress,Task3,1320.0,1380.0,1.0,2163.734375,243.734375,92,91,0.989010989010989,57,0.6263706140350878,0.09681930618910028,0.13867383990056617,0.09681930618910028,0.0016030476257359889,0.0011992385048638758,1.336721277072361
subject_06,window24,24,60,alpha_0.05,0.05,1,stress,Task3,1380.0,1440.0,1.0,2163.734375,243.734375,90,89,1.0,52,0.6084735576923077,0.11536700774608455,0.18474798182717908,0.11536700774608455,0.002094763050456489,0.0037990077429795373,0.5513974153718307
subject_06,window25,25,60,alpha_0.05,0.05,1,stress,Task3,1440.0,1500.0,1.0,2163.734375,243.734375,88,87,0.9885057471264368,59,0.638771186440678,0.08683371977588995,0.13455218370612276,0.08683371977588995,0.0013851594367148,0.0009112642899765305,1.5200413885970168
subject_06,window26,26,60,alpha_0.05,0.05,0,normal,Rest4,1500.0,1560.0,1.0,2163.734375,243.734375,99,98,1.0,68,0.5415900735294118,0.08361287293802597,0.11825924713772741,0.08361287293802597,0.0002945588743684013,0.0025981146117853423,0.11337408789906683
subject_06,window27,27,60,alpha_0.05,0.05,0,normal,Rest4,1560.0,1620.0,1.0,2163.734375,243.734375,89,88,1.0,55,0.6346590909090909,0.1045608931288406,0.13022569328719133,0.1045608931288406,0.0018046084492033187,0.0017439193250796598,1.0348004195210616
subject_06,window28,28,60,alpha_0.05,0.05,1,stress,Task4,1620.0,1680.0,1.0,2163.734375,243.734375,97,96,1.0,70,0.615625,0.09752088833021512,0.14430079183272254,0.09752088833021512,0.0014282506815562353,0.0024004941069089777,0.59498195702523
subject_06,window29,29,60,alpha_0.05,0.05,1,stress,Task4,1680.0,1740.0,1.0,2163.734375,243.734375,85,84,0.9761904761904762,58,0.6734913793103449,0.11359210304400377,0.16132121370491878,0.11359210304400377,0.0018390350722338824,0.001456851042238549,1.2623356945320108
subject_06,window30,30,60,alpha_0.05,0.05,1,stress,Task4,1740.0,1800.0,1.0,2163.734375,243.734375,83,82,1.0,51,0.6614583333333334,0.10000893546680023,0.15775834466835661,0.10000893546680023,0.002087290769354916,0.0022183543435163734,0.9409185576936708
subject_06,window31,31,60,alpha_0.05,0.05,1,stress,Task4,1800.0,1860.0,1.0,2163.734375,243.734375,85,84,1.0,53,0.6258844339622641,0.0990732732492528,0.15113316470436822,0.0990732732492528,0.0016603306701801822,0.0028525059502828233,0.5820603704667336
subject_06,window32,32,60,alpha_0.05,0.05,0,normal,Rest5,1863.734375,1923.734375,1.0,2163.734375,243.734375,87,86,1.0,68,0.6817555147058824,0.0877321144883829,0.11491499941066109,0.0877321144883829,0.001860878253062942,0.0032308555951430853,0.5759707291964341
subject_06,window33,33,60,alpha_0.05,0.05,0,normal,Rest5,1923.734375,1983.734375,1.0,2163.734375,243.734375,94,93,0.989247311827957,65,0.621875,0.09840983280296584,0.1417328324728651,0.09840983280296584,0.0026353012752492557,0.001865213136930445,1.4128687081767686
subject_06,window34,34,60,alpha_0.05,0.05,1,stress,Task5,1983.734375,2043.734375,1.0,2163.734375,243.734375,93,92,0.9891304347826086,65,0.5701923076923077,0.09798614765943243,0.1337997543629215,0.09798614765943243,0.0008960437982585636,0.00256350897077995,0.3495379998556984
subject_06,window35,35,60,alpha_0.05,0.05,0,normal,Rest6,2043.734375,2103.734375,1.0,2163.734375,243.734375,85,84,0.9880952380952381,59,0.7259004237288136,0.09816249224268417,0.1462016848427612,0.09816249224268417,0.0007839944109006851,0.0016936304374944812,0.4629076057823505
subject_06,window36,36,60,alpha_0.05,0.05,0,normal,Rest6,2103.734375,2163.734375,1.0,2163.734375,243.734375,86,85,1.0,69,0.7210144927536232,0.09204654702347938,0.13225716510113256,0.09204654702347938,0.0021251848212471875,0.0022221956733154075,0.9563445950178255
